,source_cell_idx,receptor_cell_idx,likelihood,ligand_recptor,source_cell_type,target_cell_type,cell_pairs
2083,156,232,0.0429722402324539,Jag1_Notch4,SEC,Erythroidpro,SEC_Erythroidpro
2108,158,139,0.0138183007455654,Jag1_Notch4,Erythroid,SEC,Erythroid_SEC
2109,158,147,0.0442393353382407,Jag1_Notch4,Erythroid,SEC,Erythroid_SEC
2152,163,209,0.030762033004159,Jag1_Notch4,Erythroid,Erythroidpro,Erythroid_Erythroidpro
2179,164,127,0.0484477300697135,Jag1_Notch4,Erythroid,Erythroidpro,Erythroid_Erythroidpro
2184,164,188,0.0355198799011952,Jag1_Notch4,Erythroid,Erythroidpro,Erythroid_Erythroidpro
2219,166,173,0.0175353360469177,Jag1_Notch4,Erythroid,Erythroid,Erythroid_Erythroid
2289,175,147,0.0301002581934971,Jag1_Notch4,Erythroid,SEC,Erythroid_SEC
2324,176,139,0.03458687859562,Jag1_Notch4,Erythroid,SEC,Erythroid_SEC
2325,176,147,0.0374898278772608,Jag1_Notch4,Erythroid,SEC,Erythroid_SEC
2332,176,209,0.1321522862712074,Jag1_Notch4,Erythroid,Erythroidpro,Erythroid_Erythroidpro
2396,181,139,0.0131338757115629,Jag1_Notch4,Erythroidpro,SEC,Erythroidpro_SEC
2397,181,147,0.0172577824464764,Jag1_Notch4,Erythroidpro,SEC,Erythroidpro_SEC
2398,181,162,0.1522407726234325,Jag1_Notch4,Erythroidpro,Erythroid,Erythroidpro_Erythroid
2401,181,193,0.069799388358034,Jag1_Notch4,Erythroidpro,Erythroid,Erythroidpro_Erythroid
2436,182,188,0.022139006205235,Jag1_Notch4,Erythroid,Erythroidpro,Erythroid_Erythroidpro
2512,187,209,0.0832728953508266,Jag1_Notch4,Erythroid,Erythroidpro,Erythroid_Erythroidpro
2539,188,127,0.0218553980311141,Jag1_Notch4,Erythroidpro,Erythroidpro,Erythroidpro_Erythroidpro
2584,189,209,0.0728529477771861,Jag1_Notch4,Erythroid,Erythroidpro,Erythroid_Erythroidpro
2613,191,147,0.0129110275052502,Jag1_Notch4,Erythroid,SEC,Erythroid_SEC
2648,195,139,0.0423398233191505,Jag1_Notch4,Erythroid,SEC,Erythroid_SEC
2649,195,147,0.0773132797740691,Jag1_Notch4,Erythroid,SEC,Erythroid_SEC
2656,195,209,0.0267755687944295,Jag1_Notch4,Erythroid,Erythroidpro,Erythroid_Erythroidpro
2684,200,139,0.0265643001928276,Jag1_Notch4,Erythroid,SEC,Erythroid_SEC
2685,200,147,0.0361519676657614,Jag1_Notch4,Erythroid,SEC,Erythroid_SEC
2692,200,209,0.1910289772921707,Jag1_Notch4,Erythroid,Erythroidpro,Erythroid_Erythroidpro
2758,204,162,0.0179795017380889,Jag1_Notch4,SEC,Erythroid,SEC_Erythroid
2759,204,173,0.0525497554967578,Jag1_Notch4,SEC,Erythroid,SEC_Erythroid
2762,204,201,0.0215811390587049,Jag1_Notch4,SEC,Erythroidpro,SEC_Erythroidpro
2764,204,209,0.0143571154404066,Jag1_Notch4,SEC,Erythroidpro,SEC_Erythroidpro
2765,204,211,0.0884724837784845,Jag1_Notch4,SEC,Erythroid,SEC_Erythroid
2766,204,215,0.2176885333634654,Jag1_Notch4,SEC,Erythroid,SEC_Erythroid
2767,204,232,0.1355266565301349,Jag1_Notch4,SEC,Erythroidpro,SEC_Erythroidpro
2769,204,270,0.0608639061798415,Jag1_Notch4,SEC,Erythroid,SEC_Erythroid
2797,205,193,0.0231016296553168,Jag1_Notch4,SEC,Erythroid,SEC_Erythroid
2800,205,209,0.0350508085578009,Jag1_Notch4,SEC,Erythroidpro,SEC_Erythroidpro
2834,206,201,0.0415489002111919,Jag1_Notch4,Erythroid,Erythroidpro,Erythroid_Erythroidpro
2869,209,193,0.3541384000317262,Jag1_Notch4,Erythroidpro,Erythroid,Erythroidpro_Erythroid
2876,209,263,0.030016862557717,Jag1_Notch4,Erythroidpro,Erythroid,Erythroidpro_Erythroid
2908,212,209,0.1548325701940861,Jag1_Notch4,Erythroid,Erythroidpro,Erythroid_Erythroidpro
2943,213,203,0.052437417969573,Jag1_Notch4,Erythroid,Erythroidpro,Erythroid_Erythroidpro
2983,215,232,0.0129929467821025,Jag1_Notch4,Erythroid,Erythroidpro,Erythroid_Erythroidpro
3017,216,211,0.01510669769062,Jag1_Notch4,Erythroidpro,Erythroid,Erythroidpro_Erythroid
3125,220,211,0.0153552329775408,Jag1_Notch4,Erythroidpro,Erythroid,Erythroidpro_Erythroid
3163,222,232,0.0900095473663313,Jag1_Notch4,Erythroid,Erythroidpro,Erythroid_Erythroidpro
3196,223,209,0.1562330644332572,Jag1_Notch4,Erythroid,Erythroidpro,Erythroid_Erythroidpro
3234,230,215,0.1054382729923624,Jag1_Notch4,Erythroidpro,Erythroid,Erythroidpro_Erythroid
3237,230,270,0.058366969126301,Jag1_Notch4,Erythroidpro,Erythroid,Erythroidpro_Erythroid
3304,237,209,0.0649744661741685,Jag1_Notch4,Erythroid,Erythroidpro,Erythroid_Erythroidpro
3380,249,263,0.0271216475912046,Jag1_Notch4,Erythroidpro,Erythroid,Erythroidpro_Erythroid
3415,252,232,0.1122075193811285,Jag1_Notch4,Erythroid,Erythroidpro,Erythroid_Erythroidpro
3448,253,209,0.0113953188375942,Jag1_Notch4,Erythroid,Erythroidpro,Erythroid_Erythroidpro
3451,253,232,0.0183027191552439,Jag1_Notch4,Erythroid,Erythroidpro,Erythroid_Erythroidpro
3523,261,232,0.1047398652355259,Jag1_Notch4,Erythroid,Erythroidpro,Erythroid_Erythroidpro
3596,271,263,0.051552739108376,Jag1_Notch4,Hepatocyte,Erythroid,Hepatocyte_Erythroid
3632,286,263,0.0155117336371467,Jag1_Notch4,Hepatocyte,Erythroid,Hepatocyte_Erythroid
0,15,3,0.0337855816766383,Jag2_Notch1,SEC,Erythroidpro,SEC_Erythroidpro
1,15,33,0.039889405260727,Jag2_Notch1,SEC,Erythroid,SEC_Erythroid
55,19,34,0.384090674778881,Jag2_Notch1,Hepatocyte,SEC,Hepatocyte_SEC
56,19,44,0.0541888800916123,Jag2_Notch1,Hepatocyte,Erythroid,Hepatocyte_Erythroid
58,19,59,0.0212519506906462,Jag2_Notch1,Hepatocyte,SEC,Hepatocyte_SEC
109,34,44,0.1584489736328189,Jag2_Notch1,SEC,Erythroid,SEC_Erythroid
160,41,33,0.1229391308074312,Jag2_Notch1,SEC,Erythroid,SEC_Erythroid
171,41,115,0.0844928986836547,Jag2_Notch1,SEC,Hepatocyte,SEC_Hepatocyte
224,51,115,0.1722559301563046,Jag2_Notch1,Erythroid,Hepatocyte,Erythroid_Hepatocyte
277,57,115,0.157860588889901,Jag2_Notch1,Erythroid,Hepatocyte,Erythroid_Hepatocyte
320,65,34,0.0353441427369045,Jag2_Notch1,Erythroidpro,SEC,Erythroidpro_SEC
341,65,147,0.1438667867607126,Jag2_Notch1,Erythroidpro,SEC,Erythroidpro_SEC
375,66,49,0.2092587026527356,Jag2_Notch1,Erythroid,SEC,Erythroid_SEC
377,66,72,0.0788956525410023,Jag2_Notch1,Erythroid,Erythroidpro,Erythroid_Erythroidpro
383,66,115,0.0385544481153872,Jag2_Notch1,Erythroid,Hepatocyte,Erythroid_Hepatocyte
436,75,115,0.1581323125973588,Jag2_Notch1,Erythroidpro,Hepatocyte,Erythroidpro_Hepatocyte
441,75,129,0.0298113234894441,Jag2_Notch1,Erythroidpro,SEC,Erythroidpro_SEC
449,75,156,0.0872028639082932,Jag2_Notch1,Erythroidpro,SEC,Erythroidpro_SEC
488,81,108,0.0212334726874647,Jag2_Notch1,Erythroid,Erythroidpro,Erythroid_Erythroidpro
489,81,115,0.0541118224176958,Jag2_Notch1,Erythroid,Hepatocyte,Erythroid_Hepatocyte
498,81,139,0.014363874931274,Jag2_Notch1,Erythroid,SEC,Erythroid_SEC
500,81,147,0.1597382576297096,Jag2_Notch1,Erythroid,SEC,Erythroid_SEC
537,82,80,0.0802908467790202,Jag2_Notch1,Erythroid,Erythroidpro,Erythroid_Erythroidpro
539,82,105,0.0539734960964194,Jag2_Notch1,Erythroid,Erythroid,Erythroid_Erythroid
542,82,115,0.1298765272307889,Jag2_Notch1,Erythroid,Hepatocyte,Erythroid_Hepatocyte
547,82,129,0.0207846494291412,Jag2_Notch1,Erythroid,SEC,Erythroid_SEC
549,82,136,0.0115655233928622,Jag2_Notch1,Erythroid,Erythroidpro,Erythroid_Erythroidpro
555,82,156,0.069271775476368,Jag2_Notch1,Erythroid,SEC,Erythroid_SEC
587,98,49,0.0170213801682004,Jag2_Notch1,Erythroidpro,SEC,Erythroidpro_SEC
595,98,115,0.1005398276503855,Jag2_Notch1,Erythroidpro,Hepatocyte,Erythroidpro_Hepatocyte
598,98,126,0.0177503490377211,Jag2_Notch1,Erythroidpro,Erythroid,Erythroidpro_Erythroid
608,98,156,0.1190528941944741,Jag2_Notch1,Erythroidpro,SEC,Erythroidpro_SEC
648,111,115,0.0660396377481265,Jag2_Notch1,SEC,Hepatocyte,SEC_Hepatocyte
651,111,126,0.0286494150613502,Jag2_Notch1,SEC,Erythroid,SEC_Erythroid
654,111,131,0.0515138087458396,Jag2_Notch1,SEC,Erythroid,SEC_Erythroid
655,111,136,0.041125621836808,Jag2_Notch1,SEC,Erythroidpro,SEC_Erythroidpro
661,111,156,0.1034467229029396,Jag2_Notch1,SEC,SEC,SEC_SEC
701,113,115,0.1026473548517529,Jag2_Notch1,Erythroid,Hepatocyte,Erythroid_Hepatocyte
705,113,127,0.0806536051066202,Jag2_Notch1,Erythroid,Erythroidpro,Erythroid_Erythroidpro
706,113,129,0.0141388816356088,Jag2_Notch1,Erythroid,SEC,Erythroid_SEC
708,113,136,0.1145319420962752,Jag2_Notch1,Erythroid,Erythroidpro,Erythroid_Erythroidpro
714,113,156,0.1183317738492075,Jag2_Notch1,Erythroid,SEC,Erythroid_SEC
750,119,89,0.0268425267064336,Jag2_Notch1,Erythroid,SEC,Erythroid_SEC
752,119,106,0.0129424278231874,Jag2_Notch1,Erythroid,Erythroidpro,Erythroid_Erythroidpro
756,119,122,0.0147327303242957,Jag2_Notch1,Erythroid,Erythroidpro,Erythroid_Erythroidpro
763,119,139,0.0843305228549188,Jag2_Notch1,Erythroid,SEC,Erythroid_SEC
765,119,147,0.1952611791037805,Jag2_Notch1,Erythroid,SEC,Erythroid_SEC
807,139,115,0.0582883715655992,Jag2_Notch1,SEC,Hepatocyte,SEC_Hepatocyte
808,139,119,0.0265804418752786,Jag2_Notch1,SEC,Erythroid,SEC_Erythroid
815,139,137,0.1613622489383688,Jag2_Notch1,SEC,Erythroid,SEC_Erythroid
858,141,106,0.0682714324454827,Jag2_Notch1,Erythroid,Erythroidpro,Erythroid_Erythroidpro
862,141,122,0.1966257950256828,Jag2_Notch1,Erythroid,Erythroidpro,Erythroid_Erythroidpro
871,141,147,0.0671029779387374,Jag2_Notch1,Erythroid,SEC,Erythroid_SEC
911,152,106,0.0194309904036407,Jag2_Notch1,Erythroid,Erythroidpro,Erythroid_Erythroidpro
915,152,122,0.0565899794295447,Jag2_Notch1,Erythroid,Erythroidpro,Erythroid_Erythroidpro
924,152,147,0.0908449945507584,Jag2_Notch1,Erythroid,SEC,Erythroid_SEC
929,152,169,0.137885971427436,Jag2_Notch1,Erythroid,Erythroidpro,Erythroid_Erythroidpro
935,152,205,0.0136909923163505,Jag2_Notch1,Erythroid,SEC,Erythroid_SEC
966,156,115,0.1102396966810807,Jag2_Notch1,SEC,Hepatocyte,SEC_Hepatocyte
973,156,136,0.2039870603486321,Jag2_Notch1,SEC,Erythroidpro,SEC_Erythroidpro
981,156,166,0.0567278274595863,Jag2_Notch1,SEC,Erythroid,SEC_Erythroid
1019,173,115,0.0235967825636056,Jag2_Notch1,Erythroid,Hepatocyte,Erythroid_Hepatocyte
1024,173,129,0.0201870410162265,Jag2_Notch1,Erythroid,SEC,Erythroid_SEC
1030,173,147,0.0744640952689888,Jag2_Notch1,Erythroid,SEC,Erythroid_SEC
1031,173,149,0.1464836480805318,Jag2_Notch1,Erythroid,SEC,Erythroid_SEC
1032,173,156,0.1364571483034195,Jag2_Notch1,Erythroid,SEC,Erythroid_SEC
1034,173,166,0.0280503737913124,Jag2_Notch1,Erythroid,Erythroid,Erythroid_Erythroid
1036,173,186,0.0316816220397375,Jag2_Notch1,Erythroid,Erythroidpro,Erythroid_Erythroidpro
1040,173,204,0.0349943147122276,Jag2_Notch1,Erythroid,SEC,Erythroid_SEC
1081,175,139,0.0436569987532634,Jag2_Notch1,Erythroid,SEC,Erythroid_SEC
1083,175,147,0.1839698589366967,Jag2_Notch1,Erythroid,SEC,Erythroid_SEC
1085,175,156,0.0347422621911474,Jag2_Notch1,Erythroid,SEC,Erythroid_SEC
1086,175,161,0.0844622292825886,Jag2_Notch1,Erythroid,SEC,Erythroid_SEC
1093,175,204,0.1103122749711788,Jag2_Notch1,Erythroid,SEC,Erythroid_SEC
1094,175,205,0.0200627654023049,Jag2_Notch1,Erythroid,SEC,Erythroid_SEC
1135,181,142,0.0196936270005559,Jag2_Notch1,Erythroidpro,Erythroid,Erythroidpro_Erythroid
1136,181,147,0.0981720475971743,Jag2_Notch1,Erythroidpro,SEC,Erythroidpro_SEC
1143,181,189,0.0638166409316094,Jag2_Notch1,Erythroidpro,Erythroid,Erythroidpro_Erythroid
1144,181,196,0.0638527172024465,Jag2_Notch1,Erythroidpro,SEC,Erythroidpro_SEC
1146,181,204,0.0338546632749042,Jag2_Notch1,Erythroidpro,SEC,Erythroidpro_SEC
1147,181,205,0.099128645488758,Jag2_Notch1,Erythroidpro,SEC,Erythroidpro_SEC
1196,196,189,0.05261039744922,Jag2_Notch1,SEC,Erythroid,SEC_Erythroid
1201,196,207,0.0800424361128196,Jag2_Notch1,SEC,Erythroid,SEC_Erythroid
1202,196,217,0.0167751339152872,Jag2_Notch1,SEC,Erythroid,SEC_Erythroid
1208,196,236,0.0332905788142196,Jag2_Notch1,SEC,Erythroidpro,SEC_Erythroidpro
1242,200,147,0.0744411694836856,Jag2_Notch1,Erythroid,SEC,Erythroid_SEC
1250,200,196,0.0572828814427365,Jag2_Notch1,Erythroid,SEC,Erythroid_SEC
1252,200,204,0.035602101471818,Jag2_Notch1,Erythroid,SEC,Erythroid_SEC
1253,200,205,0.1641586238297993,Jag2_Notch1,Erythroid,SEC,Erythroid_SEC
1261,200,236,0.0108265591380334,Jag2_Notch1,Erythroid,Erythroidpro,Erythroid_Erythroidpro
1284,203,115,0.026329869379492,Jag2_Notch1,Erythroidpro,Hepatocyte,Erythroidpro_Hepatocyte
1291,203,136,0.0220308978096032,Jag2_Notch1,Erythroidpro,Erythroidpro,Erythroidpro_Erythroidpro
1297,203,156,0.2227667733898914,Jag2_Notch1,Erythroidpro,SEC,Erythroidpro_SEC
1305,203,204,0.0124125448062962,Jag2_Notch1,Erythroidpro,SEC,Erythroidpro_SEC
1313,203,235,0.0259784966779695,Jag2_Notch1,Erythroidpro,Erythroid,Erythroidpro_Erythroid
1315,203,241,0.0166086954969054,Jag2_Notch1,Erythroidpro,Erythroid,Erythroidpro_Erythroid
1360,205,207,0.0528491626305454,Jag2_Notch1,SEC,Erythroid,SEC_Erythroid
1361,205,217,0.1054684343340261,Jag2_Notch1,SEC,Erythroid,SEC_Erythroid
1362,205,221,0.0360184475499752,Jag2_Notch1,SEC,Erythroid,SEC_Erythroid
1367,205,236,0.0569950587090913,Jag2_Notch1,SEC,Erythroidpro,SEC_Erythroidpro
1411,236,204,0.0704627121189118,Jag2_Notch1,Erythroidpro,SEC,Erythroidpro_SEC
1412,236,205,0.1255134998136396,Jag2_Notch1,Erythroidpro,SEC,Erythroidpro_SEC
1414,236,217,0.0335513039561278,Jag2_Notch1,Erythroidpro,Erythroid,Erythroidpro_Erythroid
1415,236,221,0.0120841306474252,Jag2_Notch1,Erythroidpro,Erythroid,Erythroidpro_Erythroid
1422,236,247,0.0381132921054872,Jag2_Notch1,Erythroidpro,Erythroid,Erythroidpro_Erythroid
1427,236,272,0.0219458964557196,Jag2_Notch1,Erythroidpro,Erythroid,Erythroidpro_Erythroid
1464,237,204,0.032399430514753,Jag2_Notch1,Erythroid,SEC,Erythroid_SEC
1465,237,205,0.0607992066810955,Jag2_Notch1,Erythroid,SEC,Erythroid_SEC
1473,237,236,0.2311119254171395,Jag2_Notch1,Erythroid,Erythroidpro,Erythroid_Erythroidpro
1509,241,156,0.1238913013290599,Jag2_Notch1,Erythroid,SEC,Erythroid_SEC
1516,241,203,0.0197726400131346,Jag2_Notch1,Erythroid,Erythroidpro,Erythroid_Erythroidpro
1524,241,233,0.0855577945191511,Jag2_Notch1,Erythroid,Erythroidpro,Erythroid_Erythroidpro
1582,263,249,0.0978914827265588,Jag2_Notch1,Erythroid,Erythroidpro,Erythroid_Erythroidpro
1583,263,255,0.1492618119850808,Jag2_Notch1,Erythroid,Hepatocyte,Erythroid_Hepatocyte
1623,288,204,0.0515374687289461,Jag2_Notch1,Erythroidpro,SEC,Erythroidpro_SEC
1638,288,270,0.1585736874798956,Jag2_Notch1,Erythroidpro,Erythroid,Erythroidpro_Erythroid
1676,294,204,0.2368808956568665,Jag2_Notch1,Erythroid,SEC,Erythroid_SEC
1681,294,230,0.0413745701934446,Jag2_Notch1,Erythroid,Erythroidpro,Erythroid_Erythroidpro
1682,294,232,0.0566706999797915,Jag2_Notch1,Erythroid,Erythroidpro,Erythroid_Erythroidpro
1685,294,236,0.0165678948246066,Jag2_Notch1,Erythroid,Erythroidpro,Erythroid_Erythroidpro
1690,294,259,0.0964640631477288,Jag2_Notch1,Erythroid,Erythroidpro,Erythroid_Erythroidpro
1691,294,270,0.0230679185264214,Jag2_Notch1,Erythroid,Erythroid,Erythroid_Erythroid
1694,294,292,0.0150264808647489,Jag2_Notch1,Erythroid,Erythroid,Erythroid_Erythroid
0,15,20,0.0192476020942205,Jag2_Notch2,SEC,Erythroid,SEC_Erythroid
3,15,50,0.0197867086116746,Jag2_Notch2,SEC,Erythroid,SEC_Erythroid
8,15,63,0.0138993606038654,Jag2_Notch2,SEC,Erythroidpro,SEC_Erythroidpro
13,15,79,0.0719229290827067,Jag2_Notch2,SEC,Erythroidpro,SEC_Erythroidpro
15,15,85,0.0320681688958116,Jag2_Notch2,SEC,Hepatocyte,SEC_Hepatocyte
68,19,20,0.3780393334500509,Jag2_Notch2,Hepatocyte,Erythroid,Hepatocyte_Erythroid
70,19,44,0.0718717536709995,Jag2_Notch2,Hepatocyte,Erythroid,Hepatocyte_Erythroid
75,19,62,0.0184363375223142,Jag2_Notch2,Hepatocyte,Erythroid,Hepatocyte_Erythroid
80,19,76,0.0478265315354569,Jag2_Notch2,Hepatocyte,Erythroid,Hepatocyte_Erythroid
81,19,79,0.1393122035271211,Jag2_Notch2,Hepatocyte,Erythroidpro,Hepatocyte_Erythroidpro
136,34,20,0.1687879133414938,Jag2_Notch2,SEC,Erythroid,SEC_Erythroid
138,34,44,0.0662144556178118,Jag2_Notch2,SEC,Erythroid,SEC_Erythroid
141,34,54,0.0260175635813426,Jag2_Notch2,SEC,Hepatocyte,SEC_Hepatocyte
142,34,55,0.0964408247830741,Jag2_Notch2,SEC,Hepatocyte,SEC_Hepatocyte
149,34,79,0.0220459436334862,Jag2_Notch2,SEC,Erythroidpro,SEC_Erythroidpro
160,34,108,0.0222312875339139,Jag2_Notch2,SEC,Erythroidpro,SEC_Erythroidpro
207,41,50,0.0642004512134357,Jag2_Notch2,SEC,Erythroid,SEC_Erythroid
208,41,52,0.0424093038807883,Jag2_Notch2,SEC,Erythroidpro,SEC_Erythroidpro
212,41,63,0.0475677527510722,Jag2_Notch2,SEC,Erythroidpro,SEC_Erythroidpro
217,41,79,0.0385959794025866,Jag2_Notch2,SEC,Erythroidpro,SEC_Erythroidpro
219,41,85,0.0338313074361548,Jag2_Notch2,SEC,Hepatocyte,SEC_Hepatocyte
228,41,108,0.0570462614256412,Jag2_Notch2,SEC,Erythroidpro,SEC_Erythroidpro
276,51,52,0.0755106775062253,Jag2_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
280,51,63,0.0604686630155911,Jag2_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
283,51,75,0.0221712961077401,Jag2_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
285,51,79,0.0494701923257582,Jag2_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
287,51,85,0.0397116367559116,Jag2_Notch2,Erythroid,Hepatocyte,Erythroid_Hepatocyte
296,51,108,0.0713573079766081,Jag2_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
351,57,75,0.0188429020285073,Jag2_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
353,57,79,0.1511512764737767,Jag2_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
355,57,85,0.0118738158208937,Jag2_Notch2,Erythroid,Hepatocyte,Erythroid_Hepatocyte
364,57,108,0.1269605053410532,Jag2_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
408,65,20,0.0118745089382007,Jag2_Notch2,Erythroidpro,Erythroid,Erythroidpro_Erythroid
413,65,54,0.0345872190097043,Jag2_Notch2,Erythroidpro,Hepatocyte,Erythroidpro_Hepatocyte
414,65,55,0.1392488335437267,Jag2_Notch2,Erythroidpro,Hepatocyte,Erythroidpro_Hepatocyte
415,65,62,0.0263444185015916,Jag2_Notch2,Erythroidpro,Erythroid,Erythroidpro_Erythroid
420,65,76,0.1910050912490602,Jag2_Notch2,Erythroidpro,Erythroid,Erythroidpro_Erythroid
422,65,81,0.0436686091805905,Jag2_Notch2,Erythroidpro,Erythroid,Erythroidpro_Erythroid
477,66,40,0.0265396274262992,Jag2_Notch2,Erythroid,Hepatocyte,Erythroid_Hepatocyte
484,66,63,0.0749252283670616,Jag2_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
485,66,72,0.0808495243422197,Jag2_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
491,66,85,0.14229882833545,Jag2_Notch2,Erythroid,Hepatocyte,Erythroid_Hepatocyte
494,66,94,0.0231915366762812,Jag2_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
547,75,50,0.0163844040975778,Jag2_Notch2,Erythroidpro,Erythroid,Erythroidpro_Erythroid
559,75,85,0.0883932417154591,Jag2_Notch2,Erythroidpro,Hepatocyte,Erythroidpro_Hepatocyte
560,75,86,0.1144388550121138,Jag2_Notch2,Erythroidpro,Hepatocyte,Erythroidpro_Hepatocyte
618,81,55,0.0161029803290996,Jag2_Notch2,Erythroid,Hepatocyte,Erythroid_Hepatocyte
622,81,73,0.0567019305570608,Jag2_Notch2,Erythroid,Hepatocyte,Erythroid_Hepatocyte
625,81,79,0.1560909721025193,Jag2_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
636,81,108,0.1580277266990353,Jag2_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
638,81,116,0.0110116691833993,Jag2_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
688,82,63,0.0509917660305389,Jag2_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
691,82,75,0.026382755892958,Jag2_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
693,82,79,0.0313281696218397,Jag2_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
695,82,85,0.0775363272520027,Jag2_Notch2,Erythroid,Hepatocyte,Erythroid_Hepatocyte
698,82,94,0.112565588326462,Jag2_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
702,82,105,0.0500321202514917,Jag2_Notch2,Erythroid,Erythroid,Erythroid_Erythroid
704,82,108,0.0722179931152888,Jag2_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
763,98,85,0.1641268456024185,Jag2_Notch2,Erythroidpro,Hepatocyte,Erythroidpro_Hepatocyte
765,98,91,0.1205409274913076,Jag2_Notch2,Erythroidpro,Hepatocyte,Erythroidpro_Hepatocyte
768,98,100,0.0360559079815226,Jag2_Notch2,Erythroidpro,Erythroid,Erythroidpro_Erythroid
771,98,107,0.036973890258963,Jag2_Notch2,Erythroidpro,Hepatocyte,Erythroidpro_Hepatocyte
786,98,174,0.0159012587930965,Jag2_Notch2,Erythroidpro,Erythroidpro,Erythroidpro_Erythroidpro
831,111,85,0.0813361891249771,Jag2_Notch2,SEC,Hepatocyte,SEC_Hepatocyte
833,111,91,0.0149343820859914,Jag2_Notch2,SEC,Hepatocyte,SEC_Hepatocyte
834,111,94,0.01087949128455,Jag2_Notch2,SEC,Erythroidpro,SEC_Erythroidpro
835,111,98,0.0945767886714705,Jag2_Notch2,SEC,Erythroidpro,SEC_Erythroidpro
839,111,107,0.069706797972481,Jag2_Notch2,SEC,Hepatocyte,SEC_Hepatocyte
841,111,110,0.0626581089391164,Jag2_Notch2,SEC,Erythroidpro,SEC_Erythroidpro
854,111,174,0.0226283114251169,Jag2_Notch2,SEC,Erythroidpro,SEC_Erythroidpro
899,113,85,0.0873360583637791,Jag2_Notch2,Erythroid,Hepatocyte,Erythroid_Hepatocyte
902,113,94,0.0698854414384441,Jag2_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
908,113,108,0.0228473140724236,Jag2_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
909,113,110,0.0316574377030926,Jag2_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
914,113,127,0.1919589920793063,Jag2_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
916,113,136,0.0160537749944714,Jag2_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
920,113,156,0.0141640755381162,Jag2_Notch2,Erythroid,SEC,Erythroid_SEC
922,113,174,0.0381903509879863,Jag2_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
965,119,79,0.0164804803516843,Jag2_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
976,119,108,0.0510656202230723,Jag2_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
978,119,116,0.2009826299911818,Jag2_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
979,119,117,0.0321989677691459,Jag2_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
981,119,122,0.0579404831643661,Jag2_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
1033,139,79,0.0306227663999984,Jag2_Notch2,SEC,Erythroidpro,SEC_Erythroidpro
1044,139,108,0.1377750196816467,Jag2_Notch2,SEC,Erythroidpro,SEC_Erythroidpro
1046,139,116,0.0213511263077296,Jag2_Notch2,SEC,Erythroidpro,SEC_Erythroidpro
1048,139,119,0.0246108654195932,Jag2_Notch2,SEC,Erythroid,SEC_Erythroid
1053,139,142,0.0170128282415679,Jag2_Notch2,SEC,Erythroid,SEC_Erythroid
1057,139,158,0.0609474207031715,Jag2_Notch2,SEC,Erythroid,SEC_Erythroid
1075,139,230,0.0215091398887799,Jag2_Notch2,SEC,Erythroidpro,SEC_Erythroidpro
1109,141,103,0.0130780919743893,Jag2_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
1114,141,116,0.0747283712693319,Jag2_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
1115,141,117,0.1376700889405299,Jag2_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
1117,141,122,0.1931985973914093,Jag2_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
1119,141,130,0.0531369836609676,Jag2_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
1182,152,116,0.0671346290800162,Jag2_Notch2,Erythroid,Erythroidpro,Erythroid_Erythroidpro
